"Notes"	"County"	"County Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Adams County, CO"	"08001"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	104	522140	19.9
	"Adams County, CO"	"08001"	"Malignant melanoma of skin (C43)"	"GR113-028"	12	522140	Unreliable
	"Adams County, CO"	"08001"	"Malignant neoplasm of breast (C50)"	"GR113-029"	50	522140	9.6
	"Adams County, CO"	"08001"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	12	522140	Unreliable
	"Adams County, CO"	"08001"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	30	522140	5.7
	"Adams County, CO"	"08001"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	19	522140	Unreliable
	"Adams County, CO"	"08001"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	12	522140	Unreliable
	"Adams County, CO"	"08001"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	26	522140	5.0
	"Adams County, CO"	"08001"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	60	522140	11.5
	"Adams County, CO"	"08001"	"Hodgkin disease (C81)"	"GR113-038"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	25	522140	4.8
	"Adams County, CO"	"08001"	"Leukemia (C91-C95)"	"GR113-040"	26	522140	5.0
	"Adams County, CO"	"08001"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	87	522140	16.7
	"Adams County, CO"	"08001"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	11	522140	Unreliable
	"Adams County, CO"	"08001"	"#Anemias (D50-D64)"	"GR113-045"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	92	522140	17.6
	"Adams County, CO"	"08001"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	25	522140	4.8
	"Adams County, CO"	"08001"	"Malnutrition (E40-E46)"	"GR113-048"	25	522140	4.8
	"Adams County, CO"	"08001"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Meningitis (G00,G03)"	"GR113-050"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Parkinson disease (G20-G21)"	"GR113-051"	27	522140	5.2
	"Adams County, CO"	"08001"	"#Alzheimer disease (G30)"	"GR113-052"	128	522140	24.5
	"Adams County, CO"	"08001"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	816	522140	156.3
	"Adams County, CO"	"08001"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	593	522140	113.6
	"Adams County, CO"	"08001"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Hypertensive heart disease (I11)"	"GR113-056"	57	522140	10.9
	"Adams County, CO"	"08001"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	24	522140	4.6
	"Adams County, CO"	"08001"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	303	522140	58.0
	"Adams County, CO"	"08001"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	111	522140	21.3
	"Adams County, CO"	"08001"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	183	522140	35.0
	"Adams County, CO"	"08001"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	24	522140	4.6
	"Adams County, CO"	"08001"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	159	522140	30.5
	"Adams County, CO"	"08001"	"Other heart diseases (I26-I51)"	"GR113-064"	202	522140	38.7
	"Adams County, CO"	"08001"	"Acute and subacute endocarditis (I33)"	"GR113-065"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Heart failure (I50)"	"GR113-067"	61	522140	11.7
	"Adams County, CO"	"08001"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	134	522140	25.7
	"Adams County, CO"	"08001"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	23	522140	4.4
	"Adams County, CO"	"08001"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	164	522140	31.4
	"Adams County, CO"	"08001"	"#Atherosclerosis (I70)"	"GR113-071"	10	522140	Unreliable
	"Adams County, CO"	"08001"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	26	522140	5.0
	"Adams County, CO"	"08001"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	18	522140	Unreliable
	"Adams County, CO"	"08001"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	22	522140	4.2
	"Adams County, CO"	"08001"	"Influenza (J09-J11)"	"GR113-077"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Pneumonia (J12-J18)"	"GR113-078"	21	522140	4.0
	"Adams County, CO"	"08001"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	192	522140	36.8
	"Adams County, CO"	"08001"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Emphysema (J43)"	"GR113-084"	11	522140	Unreliable
	"Adams County, CO"	"08001"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	178	522140	34.1
	"Adams County, CO"	"08001"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	31	522140	5.9
	"Adams County, CO"	"08001"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	53	522140	10.2
	"Adams County, CO"	"08001"	"#Peptic ulcer (K25-K28)"	"GR113-090"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Diseases of appendix (K35-K38)"	"GR113-091"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Hernia (K40-K46)"	"GR113-092"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	152	522140	29.1
	"Adams County, CO"	"08001"	"Alcoholic liver disease (K70)"	"GR113-094"	125	522140	23.9
	"Adams County, CO"	"08001"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	27	522140	5.2
	"Adams County, CO"	"08001"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	43	522140	8.2
	"Adams County, CO"	"08001"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Renal failure (N17-N19)"	"GR113-100"	42	522140	8.0
	"Adams County, CO"	"08001"	"Other disorders of kidney (N25,N27)"	"GR113-101"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Hyperplasia of prostate (N40)"	"GR113-103"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	20	522140	3.8
	"Adams County, CO"	"08001"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	19	522140	Unreliable
	"Adams County, CO"	"08001"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	12	522140	Unreliable
	"Adams County, CO"	"08001"	"All other diseases (Residual) "	"GR113-111"	489	522140	93.7
	"Adams County, CO"	"08001"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	385	522140	73.7
	"Adams County, CO"	"08001"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	77	522140	14.7
	"Adams County, CO"	"08001"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	75	522140	14.4
	"Adams County, CO"	"08001"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	308	522140	59.0
	"Adams County, CO"	"08001"	"Falls (W00-W19)"	"GR113-118"	80	522140	15.3
	"Adams County, CO"	"08001"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	200	522140	38.3
	"Adams County, CO"	"08001"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	19	522140	Unreliable
	"Adams County, CO"	"08001"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	104	522140	19.9
	"Adams County, CO"	"08001"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	57	522140	10.9
	"Adams County, CO"	"08001"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	47	522140	9.0
	"Adams County, CO"	"08001"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	45	522140	8.6
	"Adams County, CO"	"08001"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	36	522140	6.9
	"Adams County, CO"	"08001"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	13	522140	Unreliable
	"Adams County, CO"	"08001"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	11	522140	Unreliable
	"Adams County, CO"	"08001"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	Suppressed	522140	Suppressed
	"Adams County, CO"	"08001"	"#COVID-19 (U07.1)"	"GR113-137"	464	522140	88.9
	"Alamosa County, CO"	"08003"	"#Salmonella infections (A01-A02)"	"GR113-001"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Tuberculosis (A16-A19)"	"GR113-004"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Respiratory tuberculosis (A16)"	"GR113-005"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Other tuberculosis (A17-A19)"	"GR113-006"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Whooping cough (A37)"	"GR113-007"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Meningococcal infection (A39)"	"GR113-009"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Septicemia (A40-A41)"	"GR113-010"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Syphilis (A50-A53)"	"GR113-011"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Acute poliomyelitis (A80)"	"GR113-012"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Measles (B05)"	"GR113-014"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Viral hepatitis (B15-B19)"	"GR113-015"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Malaria (B50-B54)"	"GR113-017"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	27	16547	163.2
	"Alamosa County, CO"	"08003"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	20	16547	120.9
	"Alamosa County, CO"	"08003"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant melanoma of skin (C43)"	"GR113-028"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasm of breast (C50)"	"GR113-029"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Hodgkin disease (C81)"	"GR113-038"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Leukemia (C91-C95)"	"GR113-040"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Anemias (D50-D64)"	"GR113-045"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Malnutrition (E40-E46)"	"GR113-048"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Meningitis (G00,G03)"	"GR113-050"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Parkinson disease (G20-G21)"	"GR113-051"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Alzheimer disease (G30)"	"GR113-052"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	40	16547	241.7
	"Alamosa County, CO"	"08003"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	30	16547	181.3
	"Alamosa County, CO"	"08003"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Hypertensive heart disease (I11)"	"GR113-056"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	15	16547	Unreliable
	"Alamosa County, CO"	"08003"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Other heart diseases (I26-I51)"	"GR113-064"	14	16547	Unreliable
	"Alamosa County, CO"	"08003"	"Acute and subacute endocarditis (I33)"	"GR113-065"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Heart failure (I50)"	"GR113-067"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Atherosclerosis (I70)"	"GR113-071"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Influenza (J09-J11)"	"GR113-077"	Suppressed	16547	Suppressed
	"Alamosa County, CO"	"08003"	"Pneumonia (J12-J18)"	"GR113-078"	Suppressed	16547	Suppressed
