"Notes"	"County"	"County Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Bristol County, RI"	"44001"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Renal failure (N17-N19)"	"GR113-100"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Other disorders of kidney (N25,N27)"	"GR113-101"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"#Hyperplasia of prostate (N40)"	"GR113-103"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"All other diseases (Residual) "	"GR113-111"	105	50818	206.6
	"Bristol County, RI"	"44001"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	30	50818	59.0
	"Bristol County, RI"	"44001"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	29	50818	57.1
	"Bristol County, RI"	"44001"	"Falls (W00-W19)"	"GR113-118"	12	50818	Unreliable
	"Bristol County, RI"	"44001"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	12	50818	Unreliable
	"Bristol County, RI"	"44001"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	Suppressed	50818	Suppressed
	"Bristol County, RI"	"44001"	"#COVID-19 (U07.1)"	"GR113-137"	66	50818	129.9
	"Kent County, RI"	"44003"	"#Salmonella infections (A01-A02)"	"GR113-001"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Tuberculosis (A16-A19)"	"GR113-004"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Respiratory tuberculosis (A16)"	"GR113-005"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Other tuberculosis (A17-A19)"	"GR113-006"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Whooping cough (A37)"	"GR113-007"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Meningococcal infection (A39)"	"GR113-009"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Septicemia (A40-A41)"	"GR113-010"	16	170715	Unreliable
	"Kent County, RI"	"44003"	"#Syphilis (A50-A53)"	"GR113-011"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Acute poliomyelitis (A80)"	"GR113-012"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Measles (B05)"	"GR113-014"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Viral hepatitis (B15-B19)"	"GR113-015"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Malaria (B50-B54)"	"GR113-017"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	174	170715	101.9
	"Kent County, RI"	"44003"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	398	170715	233.1
	"Kent County, RI"	"44003"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	12	170715	Unreliable
	"Kent County, RI"	"44003"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	23	170715	13.5
	"Kent County, RI"	"44003"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	17	170715	Unreliable
	"Kent County, RI"	"44003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	38	170715	22.3
	"Kent County, RI"	"44003"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	88	170715	51.5
	"Kent County, RI"	"44003"	"Malignant melanoma of skin (C43)"	"GR113-028"	11	170715	Unreliable
	"Kent County, RI"	"44003"	"Malignant neoplasm of breast (C50)"	"GR113-029"	26	170715	15.2
	"Kent County, RI"	"44003"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	14	170715	Unreliable
	"Kent County, RI"	"44003"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	16	170715	Unreliable
	"Kent County, RI"	"44003"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	16	170715	Unreliable
	"Kent County, RI"	"44003"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	11	170715	Unreliable
	"Kent County, RI"	"44003"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	41	170715	24.0
	"Kent County, RI"	"44003"	"Hodgkin disease (C81)"	"GR113-038"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	18	170715	Unreliable
	"Kent County, RI"	"44003"	"Leukemia (C91-C95)"	"GR113-040"	16	170715	Unreliable
	"Kent County, RI"	"44003"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	63	170715	36.9
	"Kent County, RI"	"44003"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	12	170715	Unreliable
	"Kent County, RI"	"44003"	"#Anemias (D50-D64)"	"GR113-045"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	55	170715	32.2
	"Kent County, RI"	"44003"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Malnutrition (E40-E46)"	"GR113-048"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Meningitis (G00,G03)"	"GR113-050"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Parkinson disease (G20-G21)"	"GR113-051"	35	170715	20.5
	"Kent County, RI"	"44003"	"#Alzheimer disease (G30)"	"GR113-052"	67	170715	39.2
	"Kent County, RI"	"44003"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	545	170715	319.2
	"Kent County, RI"	"44003"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	423	170715	247.8
	"Kent County, RI"	"44003"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Hypertensive heart disease (I11)"	"GR113-056"	32	170715	18.7
	"Kent County, RI"	"44003"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	250	170715	146.4
	"Kent County, RI"	"44003"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	51	170715	29.9
	"Kent County, RI"	"44003"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	198	170715	116.0
	"Kent County, RI"	"44003"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	73	170715	42.8
	"Kent County, RI"	"44003"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	125	170715	73.2
	"Kent County, RI"	"44003"	"Other heart diseases (I26-I51)"	"GR113-064"	134	170715	78.5
	"Kent County, RI"	"44003"	"Acute and subacute endocarditis (I33)"	"GR113-065"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Heart failure (I50)"	"GR113-067"	52	170715	30.5
	"Kent County, RI"	"44003"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	81	170715	47.4
	"Kent County, RI"	"44003"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	20	170715	11.7
	"Kent County, RI"	"44003"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	81	170715	47.4
	"Kent County, RI"	"44003"	"#Atherosclerosis (I70)"	"GR113-071"	11	170715	Unreliable
	"Kent County, RI"	"44003"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	10	170715	Unreliable
	"Kent County, RI"	"44003"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	Suppressed	170715	Suppressed
	"Kent County, RI"	"44003"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	20	170715	11.7
	"Kent County, RI"	"44003"	"Influenza (J09-J11)"	"GR113-077"	Suppressed	170715	Suppressed
