"Notes"	"County"	"County Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Accomack County, VA"	"51001"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	15	33246	Unreliable
	"Accomack County, VA"	"51001"	"Hodgkin disease (C81)"	"GR113-038"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Leukemia (C91-C95)"	"GR113-040"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	14	33246	Unreliable
	"Accomack County, VA"	"51001"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Anemias (D50-D64)"	"GR113-045"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	23	33246	69.2
	"Accomack County, VA"	"51001"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Malnutrition (E40-E46)"	"GR113-048"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Meningitis (G00,G03)"	"GR113-050"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Parkinson disease (G20-G21)"	"GR113-051"	12	33246	Unreliable
	"Accomack County, VA"	"51001"	"#Alzheimer disease (G30)"	"GR113-052"	26	33246	78.2
	"Accomack County, VA"	"51001"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	176	33246	529.4
	"Accomack County, VA"	"51001"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	133	33246	400.0
	"Accomack County, VA"	"51001"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Hypertensive heart disease (I11)"	"GR113-056"	12	33246	Unreliable
	"Accomack County, VA"	"51001"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	79	33246	237.6
	"Accomack County, VA"	"51001"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	14	33246	Unreliable
	"Accomack County, VA"	"51001"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	59	33246	177.5
	"Accomack County, VA"	"51001"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	18	33246	Unreliable
	"Accomack County, VA"	"51001"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	41	33246	123.3
	"Accomack County, VA"	"51001"	"Other heart diseases (I26-I51)"	"GR113-064"	37	33246	111.3
	"Accomack County, VA"	"51001"	"Acute and subacute endocarditis (I33)"	"GR113-065"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Heart failure (I50)"	"GR113-067"	15	33246	Unreliable
	"Accomack County, VA"	"51001"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	22	33246	66.2
	"Accomack County, VA"	"51001"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	36	33246	108.3
	"Accomack County, VA"	"51001"	"#Atherosclerosis (I70)"	"GR113-071"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Influenza (J09-J11)"	"GR113-077"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Pneumonia (J12-J18)"	"GR113-078"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	21	33246	63.2
	"Accomack County, VA"	"51001"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Emphysema (J43)"	"GR113-084"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	20	33246	60.2
	"Accomack County, VA"	"51001"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Peptic ulcer (K25-K28)"	"GR113-090"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Diseases of appendix (K35-K38)"	"GR113-091"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Hernia (K40-K46)"	"GR113-092"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Alcoholic liver disease (K70)"	"GR113-094"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	12	33246	Unreliable
	"Accomack County, VA"	"51001"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Renal failure (N17-N19)"	"GR113-100"	12	33246	Unreliable
	"Accomack County, VA"	"51001"	"Other disorders of kidney (N25,N27)"	"GR113-101"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Hyperplasia of prostate (N40)"	"GR113-103"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"All other diseases (Residual) "	"GR113-111"	61	33246	183.5
	"Accomack County, VA"	"51001"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	23	33246	69.2
	"Accomack County, VA"	"51001"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	16	33246	Unreliable
	"Accomack County, VA"	"51001"	"Falls (W00-W19)"	"GR113-118"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	13	33246	Unreliable
	"Accomack County, VA"	"51001"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	10	33246	Unreliable
	"Accomack County, VA"	"51001"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	Suppressed	33246	Suppressed
	"Accomack County, VA"	"51001"	"#COVID-19 (U07.1)"	"GR113-137"	49	33246	147.4
	"Albemarle County, VA"	"51003"	"#Salmonella infections (A01-A02)"	"GR113-001"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Tuberculosis (A16-A19)"	"GR113-004"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Respiratory tuberculosis (A16)"	"GR113-005"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Other tuberculosis (A17-A19)"	"GR113-006"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Whooping cough (A37)"	"GR113-007"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Meningococcal infection (A39)"	"GR113-009"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Septicemia (A40-A41)"	"GR113-010"	11	113535	Unreliable
	"Albemarle County, VA"	"51003"	"#Syphilis (A50-A53)"	"GR113-011"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Acute poliomyelitis (A80)"	"GR113-012"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Measles (B05)"	"GR113-014"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Viral hepatitis (B15-B19)"	"GR113-015"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Malaria (B50-B54)"	"GR113-017"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	74	113535	65.2
	"Albemarle County, VA"	"51003"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	181	113535	159.4
	"Albemarle County, VA"	"51003"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	13	113535	Unreliable
	"Albemarle County, VA"	"51003"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	22	113535	19.4
	"Albemarle County, VA"	"51003"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	37	113535	32.6
	"Albemarle County, VA"	"51003"	"Malignant melanoma of skin (C43)"	"GR113-028"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malignant neoplasm of breast (C50)"	"GR113-029"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	11	113535	Unreliable
	"Albemarle County, VA"	"51003"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	22	113535	19.4
	"Albemarle County, VA"	"51003"	"Hodgkin disease (C81)"	"GR113-038"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Leukemia (C91-C95)"	"GR113-040"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	28	113535	24.7
	"Albemarle County, VA"	"51003"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Anemias (D50-D64)"	"GR113-045"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	21	113535	18.5
	"Albemarle County, VA"	"51003"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Malnutrition (E40-E46)"	"GR113-048"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Meningitis (G00,G03)"	"GR113-050"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Parkinson disease (G20-G21)"	"GR113-051"	21	113535	18.5
	"Albemarle County, VA"	"51003"	"#Alzheimer disease (G30)"	"GR113-052"	53	113535	46.7
	"Albemarle County, VA"	"51003"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	227	113535	199.9
	"Albemarle County, VA"	"51003"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	175	113535	154.1
	"Albemarle County, VA"	"51003"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Hypertensive heart disease (I11)"	"GR113-056"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	85	113535	74.9
	"Albemarle County, VA"	"51003"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	29	113535	25.5
	"Albemarle County, VA"	"51003"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	55	113535	48.4
	"Albemarle County, VA"	"51003"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	14	113535	Unreliable
	"Albemarle County, VA"	"51003"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	41	113535	36.1
	"Albemarle County, VA"	"51003"	"Other heart diseases (I26-I51)"	"GR113-064"	81	113535	71.3
	"Albemarle County, VA"	"51003"	"Acute and subacute endocarditis (I33)"	"GR113-065"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Heart failure (I50)"	"GR113-067"	31	113535	27.3
	"Albemarle County, VA"	"51003"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	48	113535	42.3
	"Albemarle County, VA"	"51003"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	38	113535	33.5
	"Albemarle County, VA"	"51003"	"#Atherosclerosis (I70)"	"GR113-071"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	Suppressed	113535	Suppressed
	"Albemarle County, VA"	"51003"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	Suppressed	113535	Suppressed
